ns	Zqq^s	err(Zqq^s)	Zqg	err(Zqg)	Zgq	err(Zgq)	Zgg	err(Zgg)
24	1.2061608927977836	0.003293605336021167	-0.1054393449054876	0.007170182294938793	0.04458894721882439	0.00818179062512379	0.8046577689032393	0.04499125743413133
25	1.205632177998695	0.003311032374582251	-0.10633368555277459	0.007124709277201138	0.04862383614736012	0.008256654677373337	0.8114829988433031	0.04446518145562132
26	1.2051232238054597	0.0033282332801909654	-0.10715952313101777	0.007080477097710668	0.05250792088555645	0.008320797507299414	0.8177854494914271	0.043960925274214566
27	1.2046342414116593	0.0033450086050879416	-0.10792211282385804	0.007037259197004029	0.056239593490591315	0.008380877731733584	0.8236052318895746	0.043481719925186346
28	1.2041638724972477	0.00336129597829515	-0.10862806231890683	0.0069943976719360505	0.059829219892701714	0.008436248403100319	0.8289927721210758	0.043020614636707116
29	1.203710961319583	0.003377016595690575	-0.10928279833699765	0.006951282029057287	0.06328561994243105	0.008486141268858183	0.8339894832556058	0.04257065945094475
30	1.203249843513972	0.003396050700787975	-0.10988956624613881	0.006907146758762092	0.06680464067394493	0.008546894770818917	0.8386201320503959	0.042124266174228535
31	1.2028282776528454	0.003410315841802024	-0.11045492989985187	0.00686224225428473	0.07002183351077108	0.008584004977462395	0.8429348065237511	0.041679115212484893
32	1.2024095835992827	0.0034248352828984583	-0.11098008598125063	0.006815882242452404	0.07321710989465452	0.008635825191498582	0.8469426390144364	0.041228486794695464
33	1.202015742793078	0.003437612785495887	-0.11146905902381216	0.006768391012998919	0.07622272094094729	0.008659564815682114	0.8506743403988866	0.04077252357765439
34	1.201635288508642	0.0034495677402172384	-0.11192377839628312	0.006719621831872127	0.07912617318958026	0.008675780908648656	0.8541446334922489	0.040308298218956394
35	1.2012675730847258	0.003460686221804898	-0.11234663255073808	0.006669708844953315	0.08193240892092721	0.008684577896271141	0.8573717444318357	0.03983522760170182
36	1.2009119785891436	0.0034709679483430757	-0.11273986800932385	0.00661885261056208	0.08464614358079692	0.00868619329066616	0.8603728164034042	0.0393535105765364
37	1.2005678998928908	0.0034804228449572963	-0.1131056015574218	0.006567290712620537	0.08727199495139393	0.008680974915038634	0.8631640027234946	0.03886389695780413
38	1.2002350901201104	0.003489057462917896	-0.113445304881515	0.006515055856193385	0.0898118470989716	0.008668272274608957	0.8657565342225638	0.03836585559025394
39	1.1999123180798699	0.0034969235577109177	-0.11376194327209474	0.0064628491346569355	0.09227509526253108	0.008650663562940393	0.86817303928718	0.03786408974755456
40	1.1995993805827414	0.003504034523655679	-0.11405668556424763	0.0064107145189328295	0.09466329014327572	0.008627602180830992	0.8704224378521956	0.03735854723957833
