ns	Zqq^s	err(Zqq^s)	Zqg	err(Zqg)	Zgq	err(Zgq)	Zgg	err(Zgg)
0	1.2157452752722844	0.1845438059483827	-0.08688020407955829	0.0998300288208567	-0.04712570718319862	0.12489386871836858	1.0000584700699622	1.150655309414817
1	1.2150412608499084	0.12290778087845777	-0.1097647549006173	0.08799044590164495	-0.03902315762427722	0.08327136780508132	1.2634431849344303	1.013470464789803
2	1.2159602323839025	0.045846834013653505	-0.09649559588451408	0.03254673149443174	-0.04960130740593712	0.032906718210456404	1.1107033214856066	0.37487864851869374
3	1.2163949910862886	0.033516885996084766	-0.07352584962718209	0.017563115294944004	-0.05460608968512028	0.023901837283796877	0.846307450835152	0.20141094662729128
4	1.2159762617553505	0.021915931383807413	-0.06511931464085943	0.010935718899663714	-0.049786657519697276	0.015747542013928643	0.7495427305862585	0.12414387488372504
5	1.2153303915243965	0.011750903926190649	-0.06176114515515233	0.007286274428474017	-0.04235270775012018	0.009386098750563409	0.7108871931969184	0.08065204007539879
6	1.2144464924182634	0.007616487127565587	-0.062387500640512475	0.006006359566900144	-0.03217881641570234	0.007228071991848386	0.7180965701646046	0.06502280393199349
7	1.2135631743084085	0.006257827498435191	-0.0634638460659268	0.005504274453770322	-0.022011683568346596	0.006763564801275811	0.7304847555481389	0.05816156636770768
8	1.2126810949806335	0.005787477652636387	-0.06496196185774272	0.00526759705337544	-0.011858817110125687	0.006726530032509921	0.747727643342524	0.05436920343765556
9	1.2118525051715712	0.005496113154033634	-0.066347213157391	0.005104686170296362	-0.0023215758589959132	0.006798282120592561	0.7636719073223637	0.05174441610025574
10	1.2110409595998988	0.005302367760045982	-0.06790048659558127	0.005018681570386337	0.007019409431870668	0.006868783417156803	0.7815496640618226	0.049655831468878864
11	1.2102959201142427	0.005205999836015712	-0.0693371399071934	0.004972205370963046	0.015594870398418217	0.0069574504876694495	0.798085103662568	0.048041654344769515
12	1.2095662877238809	0.0051469677087461274	-0.07064304947139421	0.004948425718035261	0.02399300500627404	0.007092409424436101	0.8131156815142434	0.04672702945359032
13	1.2088927799342306	0.005101467205818646	-0.07181398437610698	0.004935316104575614	0.03174512550424149	0.007164620063079339	0.8265927262481901	0.04559281486492152
14	1.208252493828673	0.005062585303729418	-0.07286063267822812	0.004926677523856921	0.03911486254304513	0.007261078491185151	0.8386392755935244	0.04457917690959809
15	1.207654222136628	0.004896059620190717	-0.07381803794269964	0.0048514666118317645	0.04600102299304277	0.007136765911168396	0.8496587881067534	0.04272420121553244
16	1.2071042240849055	0.004840904585748839	-0.07466307663581864	0.004844708567005247	0.05233152228082408	0.0071307142804941555	0.8593848823617184	0.04182939869354275
17	1.2065719019032464	0.004775115862408671	-0.07540970310121507	0.004832899252157154	0.05845858489457454	0.007164817385277762	0.8679783100843711	0.04094422857484152
18	1.206139424252921	0.005142753151259629	-0.07575574273311551	0.004928695721052529	0.06343644806660212	0.007372327940775006	0.8719610962674844	0.04210973581261992
19	1.2056748013316057	0.0049908659358152835	-0.0763410056054697	0.004901700279004665	0.068784305311387	0.007374173617269398	0.8786973836333624	0.0412341353550382
20	1.2051654357051926	0.005367052200702017	-0.07714994455787261	0.0050222494950835275	0.0746471797575119	0.007694183784333706	0.8880083297327437	0.04268052305054417
21	1.2047515291300548	0.0052866635337054275	-0.07759152860205308	0.0050053756307213895	0.07941129383399224	0.00772602172115393	0.8930909280690874	0.04210575144197724
22	1.204364458314986	0.005211600553500315	-0.07796033554146715	0.004984640363438103	0.08386653114682528	0.007750640123340733	0.8973358925994408	0.04153897193479531
23	1.2039982899112174	0.005145241272402242	-0.0782668751376996	0.004962022530512351	0.08808118272550787	0.0077612194086256895	0.9008641863401797	0.04100281669777615
24	1.2036578171272971	0.005088517121128587	-0.07850975629950097	0.004935740738147864	0.09200008063377445	0.007774003755859579	0.9036597922391271	0.04046582241834317
25	1.2033384043657411	0.005042517458760679	-0.07870130580351081	0.004907754343431504	0.0956765792638018	0.007782574335286948	0.9058645883257179	0.03994963026943628
26	1.2030366190649326	0.0050070870312051655	-0.07885176642308823	0.0048790570353363025	0.09915018655544532	0.007789927085604479	0.9075964647276359	0.039460573656245626
27	1.2027535512339338	0.004980776807925151	-0.078963526885244	0.004849131674562567	0.10240835722053379	0.007791739621626229	0.9088829143273497	0.03898818617902687
28	1.2024787085819657	0.0048456337213618845	-0.07907692740890065	0.004853902370550168	0.10557189947011279	0.007988220327780052	0.9101884337081378	0.03929309929518993
29	1.2022448349506452	0.004838852501752517	-0.07904963451783263	0.004876362529434807	0.1082638249357448	0.008161613327596804	0.9098743030033635	0.03969696675672972
30	1.2020044572499788	0.004851211987016688	-0.07908518260181163	0.0048480435508096425	0.11103064011044197	0.008174578395770831	0.9102835948992184	0.03935800905251303
31	1.201774643694471	0.0048665876470837055	-0.0791080601989107	0.0048195599757007	0.11367586199618841	0.008184113774593743	0.9105470521910771	0.03902804206154236
32	1.2013940066678537	0.007575858693250969	-0.07978258943248982	0.005544401040486136	0.1180569719792387	0.009765942242112037	0.9183106451000476	0.0496119050271405
33	1.2011844732935215	0.007505730053521828	-0.07977240254852236	0.005495327274315949	0.12046876012835074	0.00974331560332185	0.9181935023043187	0.04898560931200565
